household_id,variable,value
2451,hh_size,3
2451,num_children,2
2454,hh_income,21056
2454,hh_size,1
2454,num_children,0
2456,hh_income,197511
2456,hh_size,2
2456,num_children,0
2457,hh_income,153379
2457,hh_size,4
2457,num_children,2
2458,hh_income,75421
2458,hh_size,2
2458,num_children,0
2462,hh_income,9743
2462,hh_size,1
2462,num_children,0
2465,hh_income,173
2465,hh_size,1
2465,num_children,0
2466,hh_income,27657
2466,hh_size,2
2466,num_children,0
2469,hh_income,5554
2469,hh_size,1
2469,num_children,0
2470,hh_income,52262
2470,hh_size,1
2470,num_children,0
2475,hh_income,23347
2475,hh_size,2
2475,num_children,1
2476,hh_income,112845
2476,hh_size,2
2476,num_children,0
2481,hh_income,64139
2481,hh_size,1
2481,num_children,0
2484,hh_income,15248
2484,hh_size,1
2484,num_children,0
2494,hh_income,29249
2494,hh_size,1
2494,num_children,0
2507,hh_income,14126
2507,hh_size,2
2507,num_children,0
2517,hh_income,100479
2517,hh_size,3
2517,num_children,1
2518,hh_income,100688
2518,hh_size,3
2518,num_children,0
2526,hh_income,84311
2526,hh_size,2
2526,num_children,1
2528,hh_income,11025
2528,hh_size,1
2528,num_children,0
2542,hh_income,60286
2542,hh_size,4
2542,num_children,2
2549,hh_income,38971
2549,hh_size,1
2549,num_children,0
2552,hh_income,51810
2552,hh_size,2
2552,num_children,0
2555,hh_income,1988
2555,hh_size,1
2555,num_children,0
2556,hh_income,36961
2556,hh_size,3
2556,num_children,0
2559,hh_income,152726
2559,hh_size,6
2559,num_children,2
2561,hh_income,182
2561,hh_size,1
2561,num_children,0
2565,hh_income,35226
2565,hh_size,1
2565,num_children,0
2581,hh_income,148
2581,hh_size,1
2581,num_children,0
2586,hh_income,54649
2586,hh_size,3
2586,num_children,0
2587,hh_income,360352
2587,hh_size,2
2587,num_children,0
2594,hh_income,52811
2594,hh_size,2
2594,num_children,0
2621,hh_income,28121
2621,hh_size,1
2621,num_children,0
2622,hh_income,76944
2622,hh_size,2
2622,num_children,1
2623,hh_income,142
2623,hh_size,3
2623,num_children,2
2625,hh_income,15241
2625,hh_size,1
