person_id,age,citizen_status,nativity_status,weekly_hours_worked,marital_status,school_status,sex,when_last_worked,worked_last_week,language,race_native_american,race_asian,race_black,race_native_hawaiian,race_pacific_islander,race_white,race_other,uninsured,household_id,hh_income_pct
259,60,citizen_birth,native_born,40,married,not_student,male,in_last_year,worked,English,0,0,0,0,0,1,0,0,119,0.8072270793787151
260,18,citizen_birth,native_born,15,never_married,public_school,female,in_last_year,worked,English,0,0,0,0,0,1,0,0,119,0.036440220026879855
262,70,citizen_birth,native_born,0,married,not_student,M,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,120,0.16931718616848904
263,63,citizen_birth,native_born,0,married,not_student,FEMALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,0,120,0.830682813831511
271,54,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,125,0.772199439954347
272,55,citizen_birth,native_born,40,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,125,0.22780056004565302
306,35,citizen_birth,native_born,38,never_married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,140,1
336,73,citizen_birth,native_born,0,married,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,150,0.4650151593581306
337,71,citizen_birth,native_born,0,married,not_student,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,1,150,0.5349848406418694
341,50,citizen_birth,native_born,40,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,153,0.9090159796416687
342,60,citizen_birth,native_born,0,married,not_student,MALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,0,153,0.002297524237335284
343,19,citizen_birth,native_born,22,never_married,public_school,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,153,0.08868649612099608
351,82,citizen_naturalized,foreign_born,0,married,not_student,MALE,over_five_years_ago,did_not_work,Italian,0,0,0,0,0,1,0,0,156,0.18222052519221757
352,85,noncitizen,foreign_born,0,married,not_student,female,over_five_years_ago,did_not_work,Italian,0,0,0,0,0,1,0,0,156,0.8177794748077825
353,73,citizen_birth,native_born,0,widowed,not_student,female,over_five_years_ago,did_not_work,English,0,0,1,0,0,0,0,0,157,0.695603566337796
354,23,citizen_birth,native_born,20,never_married,private_school,MALE,in_last_year,worked,English,0,0,1,0,0,0,0,0,157,0.3043964336622041
362,77,citizen_birth,native_born,0,married,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,162,0.9303902988158513
363,76,citizen_birth,native_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,1,162,0.06960970118414865
376,82,citizen_birth,native_born,0,widowed,not_student,FEMALE,over_five_years_ago,not_reported,English,0,0,0,0,0,1,0,0,170,1
379,64,citizen_naturalized,foreign_born,30,married,not_student,MALE,in_last_year,did_not_work,Spanish,0,0,0,0,0,1,0,0,173,0.41068697885109207
380,61,citizen_naturalized,foreign_born,45,married,not_student,FEMALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,0,173,0.5893130211489079
384,68,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,did_not_work,English,0,0,0,0,0,1,0,0,176,0.4019040234888879
385,63,citizen_birth,native_born,40,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,0,176,0.5980959765111121
418,61,citizen_birth,native_born,0,married,not_student,MALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,0,190,0.38320205508582705
419,66,citizen_birth,native_born,0,married,not_student,female,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,190,0.616797944914173
421,47,citizen_birth,native_born,45,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,1,192,0.0809516706443914
422,50,citizen_birth,native_born,45,married,not_student,MALE,in_last_year,did_not_work,English,0,0,0,0,0,1,0,0,192,0.9190483293556085
478,67,citizen_birth,native_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,219,0.09821829855537721
479,69,citizen_birth,native_born,0,married,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,219,0.7208507223113965
480,45,citizen_birth,native_born,0,never_married,not_student,F,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,0,219,0.0015168539325842697
481,38,citizen_birth,native_born,25,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,219,0.17941412520064207
482,41,citizen_naturalized,foreign_born,45,divorced,not_student,FEMALE,in_last_year,worked,Vietnamese,0,1,0,0,0,0,0,0,220,0.8956564039159252
484,57,citizen_naturalized,foreign_born,48,divorced,not_student,MALE,in_last_year,worked,Vietnamese,0,1,0,0,0,0,0,0,220,0.10434359608407483
547,45,citizen_birth,native_born,55,divorced,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,248,1
552,54,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,250,0.4546146113511017
553,61,citizen_birth,native_born,40,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,250,0.5453853886488983
554,79,citizen_birth,native_born,6,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,251,0.7083399904138041
555,77,citizen_birth,native_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,251,0.29166000958619587
558,61,citizen_birth,native_born,20,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,0,254,0.19946580095503108
559,61,citizen_birth,native_born,45,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,0,254,0.8005341990449689
573,44,noncitizen,foreign_born,60,divorced,not_student,FEMALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,0,262,1
576,41,citizen_birth,native_born,20,separated,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,264,1
580,60,citizen_birth,native_born,45,divorced,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,0,266,1
598,55,citizen_birth,native_born,0,married,not_student,FEMALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,0,275,1.850285472615775e-4
599,57,citizen_birth,native_born,50,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,275,0.9112268273771763
600,27,citizen_birth,native_born,40,never_married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,275,0.08858814407556213
603,58,citizen_birth,native_born,37,married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,0,277,0.6392670834231515
604,61,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,277,0.3607329165768485
615,63,citizen_birth,native_born,0,married,not_student,MALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,0,283,0.649154107720079
616,64,citizen_birth,native_born,30,married,not_student,F,in_last_year,did_not_work,English,0,0,0,0,0,1,0,0,283,0.3508458922799211
624,50,citizen_naturalized,foreign_born,65,never_married,not_student,FEMALE,in_last_year,not_reported,Spanish,0,0,0,0,0,1,0,0,286,1
627,34,citizen_birth,native_born,38,married,not_student,female,in_last_year,worked,English,0,0,0,0,0,1,0,0,288,0.39979757085020245
628,35,citizen_birth,native_born,40,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,0,288,0.6002024291497976
635,44,citizen_birth,native_born,0,never_married,not_student,FEMALE,in_last_five_years,did_not_work,English,0,0,1,0,0,0,0,0,291,1
649,22,citizen_birth,native_born,30,never_married,private_school,MALE,in_last_year,not_reported,English,0,1,0,0,0,0,0,1,297,1
674,48,citizen_birth,native_born,15,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,306,0.04082091903325982
675,51,citizen_birth,native_born,60,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,0,306,0.9591790809667402
692,44,citizen_birth,native_born,40,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,311,0.8121680962776826
693,45,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,311,0.18783190372231742
711,75,citizen_birth,native_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,317,0.31218805345355016
712,75,citizen_birth,native_born,0,married,not_student,M,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,317,0.6878119465464498
725,69,citizen_birth,native_born,5,divorced,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,324,0.7320584040237219
726,41,citizen_birth,native_born,0,never_married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,324,0.26794159597627804
731,25,citizen_birth,native_born,40,separated,not_student,female,in_last_year,did_not_work,English,0,0,1,0,0,0,0,0,327,1
746,25,citizen_birth,native_born,35,married,private_school,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,338,0.3426003906319996
747,28,citizen_birth,native_born,35,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,338,0.18047019191140895
748,25,citizen_birth,native_born,36,never_married,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,0,338,0.47692941745659145
749,57,citizen_birth,native_born,40,married,not_student,female,in_last_year,worked,English,0,0,0,0,0,1,0,0,339,0.994204425711275
750,58,citizen_birth,native_born,0,married,not_student,MALE,in_last_five_years,not_reported,English,0,0,0,0,0,1,0,0,339,0.005795574288724974
760,20,citizen_birth,native_born,25,never_married,private_school,male,in_last_year,worked,English,0,0,0,0,0,1,0,0,342,0.3308324686726794
761,21,citizen_birth,native_born,8,never_married,private_school,MALE,in_last_year,did_not_work,English,0,0,0,0,0,1,0,1,342,0.2548487508979168
762,20,citizen_birth,native_born,15,never_married,private_school,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,342,0.4143187804294038
764,87,citizen_birth,native_born,0,widowed,not_student,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,344,1
795,88,citizen_birth,native_born,0,widowed,not_student,F,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,359,0.5901998735977247
796,59,citizen_birth,native_born,30,never_married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,359,0.40980012640227526
802,21,citizen_birth,native_born,0,never_married,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,362,1
803,80,citizen_birth,native_born,0,widowed,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,363,1
819,26,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,371,0.447684703908373
820,26,citizen_birth,native_born,40,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,371,0.552315296091627
828,37,citizen_birth,native_born,37,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,0,373,0.3022660033386774
829,30,citizen_birth,native_born,38,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,373,0.6977339966613226
830,62,citizen_birth,native_born,39,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,374,0.5126229470435123
831,71,citizen_birth,native_born,0,married,not_student,M,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,374,0.4873770529564877
847,50,noncitizen,foreign_born,40,married,not_student,male,in_last_year,worked,Bisayan,0,1,0,0,0,0,0,0,383,0.12883774962659733
848,47,noncitizen,foreign_born,40,married,not_student,female,in_last_year,worked,Bisayan,0,1,0,0,0,0,0,0,383,0.3802543089482294
849,22,noncitizen,foreign_born,40,never_married,not_student,M,in_last_year,worked,Bisayan,0,1,0,0,0,0,0,0,383,0.3813053683054236
850,19,noncitizen,foreign_born,40,never_married,public_school,female,in_last_year,did_not_work,Bisayan,0,1,0,0,0,0,0,1,383,0.10960257311974964
866,24,citizen_birth,native_born,45,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,0,390,0.6310504580424712
867,24,citizen_birth,native_born,45,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,390,0.3689495419575289
876,72,citizen_birth,native_born,0,divorced,not_student,FEMALE,over_five_years_ago,not_reported,English,0,0,0,0,0,1,0,0,393,1
908,69,citizen_birth,native_born,0,married,not_student,male,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,0,406,0.9880406063134474
909,61,citizen_birth,native_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,406,0.011959393686552635
910,34,citizen_birth,native_born,50,never_married,not_student,male,in_last_year,worked,English,0,0,0,0,0,1,0,0,407,0.8214025019507161
911,33,citizen_birth,native_born,35,never_married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,407,0.1785974980492839
943,48,noncitizen,foreign_born,40,married,not_student,MALE,in_last_year,did_not_work,Spanish,0,0,0,0,0,1,0,1,419,0.9274744027303754
944,32,noncitizen,foreign_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,Spanish,0,0,0,0,0,1,0,0,419,0.07252559726962457
1004,55,citizen_birth,native_born,40,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,0,442,0.8728828632976936
1005,53,citizen_birth,native_born,10,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,442,0.12711713670230637
1010,21,citizen_birth,native_born,30,never_married,private_school,FEMALE,in_last_year,did_not_work,English,0,0,0,0,0,1,0,0,444,1
1030,33,noncitizen,foreign_born,0,married,not_student,F,over_five_years_ago,did_not_work,Spanish,0,0,0,0,0,0,1,0,452,0.006464028421987566
1031,34,noncitizen,foreign_born,40,married,not_student,male,in_last_year,worked,Spanish,0,0,0,0,0,0,1,0,452,0.9935359715780124
1041,84,citizen_birth,native_born,0,married,not_student,M,over_five_years_ago,not_reported,English,0,0,0,0,0,1,0,0,455,1
1046,76,citizen_naturalized,foreign_born,0,married,not_student,M,over_five_years_ago,did_not_work,Hindi,0,1,0,0,0,0,0,0,458,0.7852471601123323
1047,69,citizen_naturalized,foreign_born,0,married,not_student,FEMALE,in_last_five_years,did_not_work,Hindi,0,1,0,0,0,0,0,0,458,0.21475283988766775
1050,33,citizen_birth,native_born,0,never_married,not_student,MALE,in_last_five_years,not_reported,English,0,0,1,0,0,0,0,1,460,1
1051,44,citizen_birth,native_born,50,divorced,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,461,1
1077,83,citizen_birth,native_born,0,married,not_student,F,over_five_years_ago,not_reported,English,0,0,0,0,0,1,0,0,474,1
1085,48,citizen_birth,native_born,35,never_married,private_school,F,in_last_year,worked,English,0,0,0,0,0,1,0,0,478,1
1089,87,citizen_birth,native_born,0,married,not_student,MALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,0,480,1
1097,55,citizen_birth,native_born,25,married,not_student,M,in_last_year,worked,English,0,0,0,0,0,1,0,0,483,0.6318984165264612
1098,55,citizen_birth,native_born,7,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,483,0.14346995392568632
1099,24,citizen_birth,native_born,38,never_married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,483,0.2246316295478525
1103,71,citizen_birth,native_born,0,married,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,485,0.4228865341480393
1104,70,citizen_birth,native_born,24,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,485,0.5771134658519607
1107,41,citizen_naturalized,foreign_born,60,never_married,not_student,female,in_last_year,worked,English,0,0,0,0,0,1,0,0,487,0.6732345958016371
1108,67,citizen_naturalized,foreign_born,0,widowed,not_student,FEMALE,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,0,487,0.07388163602978268
1109,52,citizen_birth,native_born,40,never_married,not_student,female,in_last_year,worked,English,0,0,0,0,0,1,0,0,487,0.2528837681685802
1110,49,citizen_birth,native_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,488,7.312219798134785e-4
1111,50,citizen_birth,native_born,50,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,488,0.9992687780201865
1133,49,citizen_birth,native_born,40,never_married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,497,1
1141,73,citizen_birth,native_born,33,divorced,not_student,female,in_last_year,worked,English,0,0,0,0,0,1,0,0,501,1
1184,27,citizen_birth,native_born,0,never_married,public_school,F,in_last_five_years,did_not_work,English,0,0,0,0,0,1,0,0,520,0.5335968379446641
1187,30,citizen_birth,native_born,0,never_married,not_student,MALE,in_last_five_years,not_reported,English,0,0,0,0,0,1,0,1,520,0.466403162055336
1197,69,citizen_birth,native_born,0,divorced,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,524,0.5215093299016453
1198,44,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,524,0.43000275760639767
1199,20,citizen_birth,native_born,15,never_married,public_school,MALE,in_last_year,did_not_work,English,0,0,0,0,0,1,0,0,524,0.04848791249195698
1218,61,citizen_birth,native_born,65,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,533,0.7307120829828988
1219,55,citizen_birth,native_born,38,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,1,533,0.2692879170171012
1225,37,citizen_birth,native_born,45,married,not_student,F,in_last_year,did_not_work,English,0,0,0,0,0,1,0,0,536,0.3327894456708578
1226,32,citizen_birth,native_born,45,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,536,0.6672105543291422
1234,56,citizen_birth,native_born,40,married,not_student,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,538,0.3019002375296912
1235,60,citizen_birth,native_born,40,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,538,0.6980997624703088
1246,70,noncitizen,foreign_born,40,married,not_student,M,in_last_year,worked,Spanish,0,0,0,0,0,1,0,0,545,0.3105807637366137
1247,69,noncitizen,foreign_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,Spanish,0,0,0,0,0,1,0,0,545,9.098601544942543e-4
1248,40,citizen_birth,native_born,55,never_married,not_student,MALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,0,545,0.18323673651359787
1249,39,citizen_birth,native_born,40,never_married,not_student,female,in_last_year,worked,Spanish,0,0,0,0,0,1,0,0,545,0.11033874093551821
1250,27,citizen_birth,native_born,40,never_married,not_student,FEMALE,in_last_year,worked,Spanish,0,0,0,0,0,1,0,0,545,0.22985797082988343
1253,27,citizen_birth,native_born,40,never_married,not_student,male,in_last_year,worked,Spanish,0,0,0,0,0,1,0,0,545,0.16507592782989255
1265,83,citizen_birth,native_born,0,widowed,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,551,1
1277,36,noncitizen,foreign_born,40,married,not_student,M,in_last_year,worked,Spanish,0,0,0,0,0,0,1,1,558,0.28949399579975227
1278,36,noncitizen,foreign_born,40,married,not_student,FEMALE,in_last_year,worked,Spanish,0,0,0,0,0,0,1,0,558,0.34339717470517495
1283,26,noncitizen,foreign_born,0,never_married,not_student,FEMALE,over_five_years_ago,did_not_work,Spanish,0,0,0,0,0,0,1,1,558,0.004236147259966613
1284,25,noncitizen,foreign_born,40,never_married,not_student,MALE,in_last_year,worked,Spanish,0,0,0,0,0,0,1,0,558,0.36287268223510616
1286,56,citizen_birth,native_born,40,widowed,not_student,F,in_last_year,worked,English,0,0,0,0,0,1,0,0,559,1
1290,61,citizen_birth,native_born,50,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,561,0.9994552816496493
1291,63,citizen_naturalized,foreign_born,0,married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,1,0,0,0,0,0,0,561,5.447183503507381e-4
1314,50,citizen_birth,native_born,40,divorced,not_student,FEMALE,in_last_year,worked,English,0,0,1,0,0,0,0,0,570,1
1328,54,citizen_birth,native_born,45,married,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,576,0.3294801955829751
1329,53,citizen_birth,native_born,50,married,private_school,FEMALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,576,0.6583450923768582
1330,23,citizen_birth,native_born,0,never_married,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,576,0.0016654087224756342
1331,18,citizen_birth,native_born,8,never_married,public_school,MALE,in_last_year,did_not_work,English,0,0,0,0,0,1,0,0,576,0.01050930331769107
1340,66,citizen_birth,native_born,0,divorced,not_student,FEMALE,over_five_years_ago,not_reported,English,0,0,1,0,0,0,0,0,581,1
1349,81,citizen_birth,native_born,0,divorced,not_student,MALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,585,1
1365,38,citizen_birth,native_born,40,divorced,not_student,MALE,in_last_year,worked,English,0,0,0,0,0,1,0,0,593,1
1368,76,citizen_birth,native_born,0,widowed,not_student,FEMALE,over_five_years_ago,did_not_work,English,0,0,0,0,0,1,0,0,595,1
